State,Hospital,City,Zip Code,Designation,Organization_x,y,x
Arkansas,Ouachita CountyÂ Medical Center,Camden,71701,Stroke Ready,State,33.57548,-92.83583
South Carolina,Aiken Regional Medical Centers,Aiken,29801,Primary Stroke Center,The Joint Commission,33.57092,-81.7629
Georgia,Tanner Medical Center,Carrollton,30117,Primary Stroke Center,The Joint Commission,33.5697,-85.07412
Arizona,John C. Lincoln Medical Center,Phoenix,85020,Primary Stroke Center,DNV GL,33.56946,-112.07058
Arizona,John C. Lincoln North Mountain Hospital,Phoenix,85020,Primary Stroke Center,DNV GL,33.569355,-112.06737
California,Mission Hospital Regional Medical Center,Mission Viejo,92691,Comprehensive Stroke Center,The Joint Commission,33.560435,-117.664481
South Carolina,Tidelands Waccamaw Community Hospital,Murrells Inlet,29576,Primary Stroke Center,The Joint Commission,33.56017,-79.04308
California,Universal Health Services of Rancho Springs,Murrieta,92562,Primary Stroke Center,The Joint Commission,33.558543,-117.183612
South Carolina,The Regional Medical Center of Orangeburg and Calhoun Counti,Orangeburg,29118,Primary Stroke Center,The Joint Commission,33.540952,-80.83027
Mississippi,North Mississippi Medical Center Eupora,Eupora,38744,Level III,State,33.53414,-89.26634
Arizona,Abrazo Central Campus,Phoenix,85015,Thrombectomy Capable Stroke Center,The Joint Commission,33.525099,-112.101575
Mississippi,Baptist Memorial Hospital Golden Triangle,Columbus,3970,Level III,State,33.52443,-88.42725
Mississippi,Greenwood-Leflore Hospital,Greenwood,38930,Level II,State,33.51762,-90.20118
Georgia,Piedmont Henry Hospital,Stockbridge,30281,Primary Stroke Center,DNV GL,33.5115,-84.22703
Alabama,St. Vincent's Birmingham,Birmingham,35205,Level II,State,33.50781,-86.78886
Alabama,University of Alabama at Birmingham,Birmingham,35249,Comprehensive Stroke Center,The Joint Commission,33.50637,-86.803298
Alabama,Birmingham VA Medical Center,Birmingham,35233,Level II,State,33.5053,-86.807435
Alabama,Princeton Baptist Medical Center,Birmingham,35211,Primary Stroke Center,The Joint Commission,33.49853,-86.84632
Arizona,Scottsdale Osborn Medical Center,Scottsdale ,85251,Primary Stroke Center,DNV GL,33.48848,-111.92291
Georgia,Doctors Hospital of AugustaÂ ,Augusta,30909,Primary Stroke Center,The Joint Commission,33.485626,-82.095125
Arizona,St. Joseph's Hospital and Medical Center,Phoenix,85013,Primary Stroke Center,The Joint Commission,33.48177,-112.07997
California,Temecula Valley Hospital,Temecula,92592,Primary Stroke Center,The Joint Commission,33.48049,-117.10598
Arizona,Banner Estrella Medical Center - Banner Health,Phoenix,85037,Primary Stroke Center,The Joint Commission,33.47817,-112.25743
Mississippi,OCH Regional Medical Center,Starkville,39759,Level III,State,33.47603,-88.82105
Georgia,University Hospital,Augusta,30901,Primary Stroke Center,The Joint Commission,33.471079,-81.982489
Georgia,Augusta University Medical Center,Augusta,30912,Comprehensive Stroke Center,The Joint Commission,33.47077,-81.99065
Texas,CHRISTUS St. Michael Hospital,Texarkana,75503,Primary Stroke Center,The Joint Commission,33.465659,-94.048045
Arizona,Banner - University Medical Center Phoenix,Phoenix,85006,Comprehensive Stroke Center,The Joint Commission,33.46431,-112.05879
Alabama,Brookwood Baptist Medical Center,Birmingham,35209,Primary Stroke Center,The Joint Commission,33.46347,-86.77668
Arizona,Abrazo West Campus,Goodyear,85395,Primary Stroke Center,The Joint Commission,33.46194,-112.352741
Mississippi,South Sunflower County Hospital,Indianola,38751,Level III,State,33.45727,-90.65017
Georgia,Piedmont Fayette Hospital,Fayetteville,30214,Primary Stroke Center,DNV GL,33.45232,-84.50759
Alabama,Citizens Baptist Medical Center,Talladega,35160,Level III,State,33.44002,-86.09088
Alabama,Grandview Medical Center,Birmingham,35243,Primary Stroke Center,The Joint Commission,33.43322,-86.71772
Texas,Wadley Regional Medical Center,Texarkana,75501,Primary Stroke Center,The Joint Commission,33.42868,-94.04739
Alabama,Brookwood Medical Center Freestanding Emergency Department,Hoover,35242,Level III,State,33.420747,-86.670301
Arizona,Banner Baywood Medical Center,Mesa,85206,Primary Stroke Center,The Joint Commission,33.41128,-111.68915
Mississippi,Delta Regional Medical Center,Greenville,38703,Level III,State,33.41075,-91.03571
Arizona,Mountain Vista Medical Center,Mesa,85209,Primary Stroke Center,DNV GL,33.39128,-111.61125
Arizona,Banner Desert Medical Center,Mesa,85202,Primary Stroke Center,The Joint Commission,33.39084,-111.87721
South Carolina,Tidelands Georgetown Memorial Hospital,Georgetown,29440,Primary Stroke Center,The Joint Commission,33.37987,-79.28432
Alabama,UAB Medical WestÂ ,Bessemer,35022,Level III,State,33.37248,-86.9904
Georgia,Piedmont Newnan Hospital,Newnan,30265,Primary Stroke Center,DNV GL,33.35896,-84.75437
Arkansas,Chicot Memorial Medical Center,Lake Village,71653,Stroke Ready,State,33.3062,-91.29037
Arizona,Chandler Regional Medical Center,Chandler,85224,Primary Stroke Center,The Joint Commission,33.29673,-111.87387
Arizona,Mercy Gilbert Medical Center,Gilbert,85297,Primary Stroke Center,The Joint Commission,33.28659,-111.75272
Alabama,Shelby Baptist Medical Center,Alabaster,35007,Primary Stroke Center,The Joint Commission,33.2521,-86.81359
Georgia,Wellstar Spalding Regional Hospital,Griffin,30224,Primary Stroke Center,The Joint Commission,33.23894,-84.26728
Texas,Baylor Scott & White Medical Center - McKinney,McKinney,75071,Primary Stroke Center,The Joint Commission,33.22059,-96.68213
Arkansas,Medical Center of South Arkansas,El Dorado ,71730,Stroke Ready,State,33.21852,-92.6723
Texas,Texas Health Presbyterian Hospital Denton,Denton,76201,Primary Stroke Center,The Joint Commission,33.21729,-97.16675
Texas,Wise Regional Health System,Decatur,76234,Primary Stroke Center,The Joint Commission,33.216543,-97.594576
Alabama,DCH Regional Medical Center,Tuscaloosa,35401,Level II,State,33.20521,-87.52545
South Carolina,Roper Hospital,Moncks Corner,29461,Acute Stroke Ready Hospital,State,33.195089,-79.98225
California,Tri-City Medical Center,Oceanside,92056,Thrombectomy Capable Stroke Center,The Joint Commission,33.18425,-117.29178
Texas,Medical City Denton,Denton,76210,Primary Stroke Center,The Joint Commission,33.1779,-97.09137
Texas,Titus Regional Medical Center,Mount Pleasant,75455,Primary Stroke Center,The Joint Commission,33.17573,-94.97179
Alabama,Coosa Valley Medical CenterÂ ,Sylacauga,35150,Level III,State,33.16461,-86.25504
Texas,Medical City McKinney,McKinney,75069,Primary Stroke Center,The Joint Commission,33.16034,-96.6372
Texas,CHRISTUS Hopkins Health Alliance,Sulphur Springs,75482,Primary Stroke Center,The Joint Commission,33.157835,-95.599211
Arkansas,Ashley County Medical Center,Crossett,71635,Stroke Ready,State,33.13824,-91.93917
Mississippi,Winston Medical Center,Louisville,39339,Level III,State,33.12429,-89.03654
Mississippi,Noxubee General Hospital,Macon,39341,Level III,State,33.12209,-88.55886
California,Palomar Medical Center,Escondido,92029,Primary Stroke Center,The Joint Commission,33.12208,-117.12039
Texas,Texas Health Presbyterian Hospital Allen,Allen,75013,Acute Stroke Ready Hospital             ,The Joint Commission,33.11623,-96.67307
Texas,Baylor Scott & White Medical Center - Centennial,Frisco,75035,Primary Stroke Center,The Joint Commission,33.114851,-96.770976
Mississippi,UMMC Holmes County,Lexington,39095,Level III,State,33.11143,-90.03039
Texas,CHRISTUS St. Michael Hospital - Atlanta,Atlanta,75551,Level III Stroke Facility,State,33.10561,-94.16335
Mississippi,Baptist Medical Center Attala,Koscuisko,39090,Level III,State,33.06562,-89.59811
Texas,Medical City Lewisville,Lewisville,75057,Primary Stroke Center,The Joint Commission,33.04438,-97.00453
Texas,Texas Health Presbyterian Hospital Plano,Plano,75093,Primary Stroke Center,The Joint Commission,33.04397,-96.8371
California,Scripps Memorial Hospital Encinitas,Encinitas,92024,Primary Stroke Center,The Joint Commission,33.03726,-117.28342
Texas,UT Health East Pittsburg Hospital,Pittsburg,75686,Level III Stroke Facility,State,33.033366,-94.95972
Texas,Medical City Plano,Plano,75075,Comprehensive Stroke Center,DNV GL,33.02116,-96.76573
Texas,Baylor Scott & White Medial Center - Plano,Plano,75093,Comprehensive Stroke Center,DNV GL,33.01419,-96.79108
Louisiana,Springhill Medical Center,Springhill,71075,Acute Stroke Ready Hospital,State,33.0105,-93.44353
Texas,Methodist Richardson Medical Center,Richardson,75082,Primary Stroke Center,The Joint Commission,32.99567,-96.66655
California,Pomerado Hospital,Poway,92064,Primary Stroke Center,The Joint Commission,32.99339504,-117.05802
South Carolina,Trident Medical Center,Charleston,29406,Thrombectomy Capable Stroke Center,The Joint Commission,32.97663,-80.07336
South Carolina,Summerville Medical Center,Summerville,29485,Primary Stroke Center,The Joint Commission,32.96672,-80.15747
Texas,Baylor Scott & White Medical Center - Grapevine,Grapevine,76051,Primary Stroke Center,The Joint Commission,32.93399,-97.09382
Alabama,Russell Medical CenterÂ ,Alexander City,35010,Level III,State,32.93081,-85.96984
Texas,Baylor Scott & White Medical Center - Lake Pointe,Rowlett,75088,Primary Stroke Center,The Joint Commission,32.91763,-96.50866
California,Coast Plaza Doctors Hospital,Norwalk,90650,Primary Stroke Center,The Joint Commission,32.912261,-118.098659
Texas,Medical City Dallas Hospital,Dallas,75230,Comprehensive Stroke Center,DNV GL,32.912018,-96.772863
Mississippi,Sharkey-Issaquena Community Hospital,Rolling Fork,39159,Level III,State,32.90471,-90.88434
Texas,Medical City Las Colinas,Irving,75039,Primary Stroke Center,The Joint Commission,32.90214,-96.95701
California,Scripps Memorial Hospital La Jolla,La Jolla,92037,Comprehensive Stroke Center,The Joint Commission,32.8851,-117.22368
Texas,Texas Health Hospital Rockwall,Rockwall,75032,Level III Stroke Facility,State,32.88492,-96.46712
Texas,Texas Health Harris Methodist Hospital Azle,Azle,76020,Level III Stroke Facility,State,32.88062,-97.53416
Alabama,St. Vincentâ€™s ChiltonÂ ,Clanton,35045,Level III,State,32.88025,-86.622383
Texas,Texas Health Presbyterian Dallas Hospital,Dallas,75231,Comprehensive Stroke Center,DNV GL,32.8799,-96.76282
Georgia,Coliseum Northside HospitalÂ ,Macon ,31210,Primary Stroke Center,The Joint Commission,32.87087,-83.69443
Mississippi,Baptist Memorial Hospital Yazoo,Yazoo City,39194,Level III,State,32.858867,-90.405194
South Carolina,Hampton Regional Hospital,Varnville,29944,Acute Stroke Ready Hospital,State,32.853255,-81.089598
Georgia,Coliseum Medical CentersÂ ,Macon,31217,Primary Stroke Center,The Joint Commission,32.84704,-83.61823
Texas,Baylor Scott & White Medical Center - Irving,Irving,75061,Primary Stroke Center,The Joint Commission,32.83513,-96.96107
Texas,Texas Health Harris Methodist Hospital Hurst Euless Bedford,Bedford,76022,Primary Stroke Center,The Joint Commission,32.834955,-97.124704
Texas,City Hospital at White Rock,Dallas,75218,Primary Stroke Center,The Joint Commission,32.83439,-96.70485
Georgia,Medical Center â€“ Navicent HealthÂ ,Macon,31201,Primary Stroke Center,DNV GL,32.83322,-83.63615
Texas,Medical City North Hills,North Richland Hills,76180,Primary Stroke Center,The Joint Commission,32.82931,-97.21398
South Carolina,East Cooper Medical Center,Mount Pleasant,29464,Primary Stroke Center,The Joint Commission,32.82087,-79.85055
Texas,UT Southwestern William P. Clements Jr. University Hospital,Dallas,75390,Comprehensive Stroke Center,The Joint Commission,32.8193,-96.84846
Texas,Parkland Memorial Hospital,Dallas,75235,Comprehensive Stroke Center,The Joint Commission,32.81251,-96.836634
South Carolina,Bon Secours St. Francis Xavier Hospital,Charleston,29414,Primary Stroke Center,The Joint Commission,32.808228,-80.041055
California,Sharp Memorial Hospital,San Diego,92123,Primary Stroke Center,The Joint Commission,32.80006,-117.15517
Texas,UT Health East Texas Quitman Hospital,Quitman,75783,Level III Stroke Facility,State,32.7957802,-95.44676
California,Kaiser Foundation Hospital - San Diego,San Diego,92120,Primary Stroke Center,The Joint Commission,32.789755,-117.092905
Texas,Baylor University Medical Center,Dallas,75246,Comprehensive Stroke Center,DNV GL,32.78965,-96.77949
Louisiana,Union General Hospital,Farmerville,71241,Acute Stroke Ready Hospital,State,32.78735,-92.39236
South Carolina,Medical University of South Carolina Medical Center,Charleston,29425,Comprehensive Stroke Center,The Joint Commission,32.78565,-79.94676
South Carolina,Roper Hospital,Charleston,29401,Primary Stroke Center,The Joint Commission,32.78267,-79.948988
California,Sharp Grossmont Hospital,La Mesa,91942,Comprehensive Stroke Center,The Joint Commission,32.780656,-117.007283
Texas,Dallas Regional Medical Center,Mesquite,75149,Primary Stroke Center,The Joint Commission,32.77905,-96.60114
California,Alvarado Hospital Medical Center,San Diego,92120,Primary Stroke Center,The Joint Commission,32.77629,-117.0573
Louisiana,Morehouse General Hospital,Bastrop ,71220,Acute Stroke Ready Hospital,State,32.77514,-91.91709
New Mexico,Lea Regional Medical Center,Hobbs,88240,Primary Stroke Center,State,32.76139,-103.18473
Texas,Methodist Dallas Medical Center,Dallas,75203,Comprehensive Stroke Center,DNV GL,32.76121,-96.82487
Mississippi,Neshoba County General Hospital,Philadelphia,39350,Level III,State,32.75681,-89.106744
California,University of California San Diego Medical Center,San Diego,92103,Comprehensive Stroke Center,The Joint Commission,32.75388,-117.16555
California,Scripps Mercy Hospital,San Diego,92103,Primary Stroke Center,The Joint Commission,32.75151,-117.16085
Texas,Texas Health Arlington Memorial Hospital,Arlington,76012,Primary Stroke Center,The Joint Commission,32.75,-97.11604
Texas,Medical City Weatherford,Weatherford,76086,Primary Stroke Center,The Joint Commission,32.74844,-97.78573
Texas,Texas Health Harris Methodist Hospital Fort Worth,Fort Worth,76104,Comprehensive Stroke Center,The Joint Commission,32.73645,-97.33913
Texas,Medical City Fort Worth,Fort Worth,76104,Comprehensive Stroke Center,DNV GL,32.7345,-97.34416
Texas,Baylor Scott & White All Saints Medical Center,Fort Worth,76104,Primary Stroke Center,The Joint Commission,32.7307,-97.345613
Texas,John Peter Smith Hospital,Fort Worth,76104,Comprehensive Stroke Center,DNV GL,32.72712,-97.32696
California,Sharp Coronado Hospital,Coronado,92118,Acute Stroke Ready Hospital             ,The Joint Commission,32.69432,-117.16791
Texas,Medical City Arlington,Arlington,76015,Primary Stroke Center,The Joint Commission,32.69255,-97.11333
California,Paradise Valley Hospital,National City,91950,Primary Stroke Center,The Joint Commission,32.68562,-117.08221
New Mexico,Yuma Regional Medical Center,Yuma,85364,Primary Stroke Center,DNV GL,32.68214,-114.63537
Texas,Texas Health Harris Methodist Hospital Southwest Fort Worth,Fort Worth,76132,Primary Stroke Center,The Joint Commission,32.65766,-97.42066
Texas,Methodist Charlton Medical Center,Dallas,75237,Primary Stroke Center,The Joint Commission,32.64519,-96.87635
Alabama,East Alabama Medical CenterÂ ,Opelika,36801,Level III,State,32.63889,-85.40554
California,Sharp Chula Vista Medical Center,Chula Vista,91911,Primary Stroke Center,The Joint Commission,32.61887,-117.02267
Louisiana,Minden Medical Center,Minden,71055,Acute Stroke Ready Hospital,State,32.61719,-93.28635
Texas,Texas Health Huguley Fort Worth South,Burleson,76028,Primary Stroke Center,The Joint Commission,32.58682,-97.31694
Mississippi,Merit Health Madison,Canton,39046,Level III,State,32.58154,-90.08275
Texas,Methodist Mansfield Medical Center,Mansfield,76063,Primary Stroke Center,The Joint Commission,32.56818,-97.09506
Louisiana,Willis-Knighton Bossier Health Center,Bossier City,71111,Acute Stroke Ready Hospital,State,32.55831,-93.71736
Alabama,Community Hospital,Tallassee,36078,Level III,State,32.5343,-85.91222
Texas,Longview Medical Center LP,Longview,75605,Primary Stroke Center,The Joint Commission,32.53311,-94.73021
Georgia,"Fairview Park Hospital, LP",Dublin,31021,Primary Stroke Center,The Joint Commission,32.53077,-82.95058
Louisiana,Glenwood Regional Medical Center,West Monroe,71291,Acute Stroke Ready Hospital,State,32.51328,-92.1563
Georgia,St. Francis Health,Columbus,31904,Primary Stroke Center,The Joint Commission,32.50937899,-84.9570329
Alabama,Bryan W. Whitfield Memorial Hospital,Demopolis,36732,Level III,State,32.50479,-87.83668
Texas,CHRISTUS Good Shepherd Medical Center,Longview,75601,Primary Stroke Center,The Joint Commission,32.50091,-94.73072
Louisiana,St. Francis Medical Center,Monroe,71201,Acute Stroke Ready Hospital,State,32.49997,-92.11359
Louisiana,Willis Knighton Medical Center,Shreveport,71103,Primary Stroke Center,The Joint Commission,32.484121,-93.779028
Louisiana,Ochsner LSU Health Shreveport,Shreveport,71103,Thrombectomy Capable Stroke Center,The Joint Commission,32.48153,-93.76174
Georgia,Midtown Medical CenterÂ ,Columbus,31901,Primary Stroke Center,The Joint Commission,32.48069,-84.981267
Texas,Hendrick Medical Center,Abilene,79601,Primary Stroke Center,The Joint Commission,32.47158,-99.73313
Alabama,Prattville Baptist Hospital,Prattville,36067,Level III,State,32.46411,-86.45168
Louisiana,Ochsner LSU Health Monroe,Monroe,71202,Acute Stroke Ready Hospital,State,32.45071,-92.10599
Arizona,Oro Valley Hospital,Oro Valley,85755,Primary Stroke Center,The Joint Commission,32.42927,-110.94964
Texas,Baylor Scott & White Medical Center - Waxahachie,Waxahachie,75165,Primary Stroke Center,The Joint Commission,32.42735,-96.85847
Louisiana,CHRISTUS Health Shreveport-Bossier,Shreveport,71105,Acute Stroke Ready Hospital,State,32.42593,-93.7177
South Carolina,Beaufort County Memorial Hospital,Beaufort,29902,Primary Stroke Center,The Joint Commission,32.417409,-80.688085
Louisiana,Willis-Knighton South & Center for Women's Health,Shreveport,71118,Acute Stroke Ready Hospital,State,32.40414,-93.79532
Alabama,Baptist Medical Center East,Montgomery,36117,Level III,State,32.3762,-86.17456
Texas,Abilene Regional Medical Center,Abilene,79606,Primary Stroke Center,The Joint Commission,32.37459,-99.74361
Mississippi,Merit Health River Region,Vicksburg,39183,Acute Stroke Ready HospitalÂ  Â  Â  Â  Â  Â  Â ,The Joint Commission,32.37419,-90.82689
Mississippi,Anderson Regional Medical Center,Meridian,39301,Level III,State,32.372504,-88.69916
Mississippi,Rush Foundation Hospital,Meridian,39301,Level III,State,32.37037,-88.69612
Alabama,Jackson Hospital,Montgomery,36106,Primary Stroke Center,The Joint Commission,32.3669,-86.28485
Mississippi,Lackey Memorial,Forest,39074,Level III,State,32.36606,-89.4707
Texas,CHRISTUS Mother Frances Hospital,Tyler,75701,Comprehensive Stroke Center,The Joint Commission,32.34262,-95.2919
Texas,UT Health East Texas Tyler Regional Hospital,Tyler,75701,Comprehensive Stroke Center,The Joint Commission,32.338618,-95.291677
Mississippi,St. Dominic - Jackson Memorial Hospital,Jackson,39216,Comprehensive Stroke Center,The Joint Commission,32.33292,-90.16537
Texas,Texas Health Harris Methodist Hospital Cleburne,Cleburne,76033,Acute Stroke Ready Hospital             ,The Joint Commission,32.331709,-97.438146
Mississippi,University of Mississippi Medical Center,Jackson,39216,Primary Stroke Center,The Joint Commission,32.32871,-90.17546
Alabama,Baptist Medical Center South,Montgomery,36116,Primary Stroke Center,The Joint Commission,32.32751,-86.27742
Mississippi,Merit Health River Oaks,Flowood,39232,Level III,State,32.32557,-90.10514
New Mexico,Mountainview Regional Medical Center,Las Cruces,88011,Primary Stroke Center,The Joint Commission,32.32357,-106.72903
Arizona,Northwest Medical Center,Tucson,85741,Primary Stroke Center,HFAP,32.32,-111.00978
South Carolina,Coastal Carolina Hospital,Hardeeville,29927,Primary Stroke Center,The Joint Commission,32.314531,-81.054157
Mississippi,Baptist Medical Center,Jackson,39202,Primary Stroke Center,The Joint Commission,32.314384,-90.179203
Mississippi,Merit Health Central,Jackson,39204,Level III,State,32.28804,-90.25574
Mississippi,Merit Health Rankin,Brandon,39042,Level III,State,32.28607,-90.03436
Louisiana,Jackson Parish Hospital,Jonesboro,71251,Acute Stroke Ready Hospital,State,32.25248,-92.71985
Arizona,Tucson Medical Center,Tucson,85712,Comprehensive Stroke Center,HFAP,32.25224,-110.87984
Arizona,Banner - University Medical Center Tucson Campus,Tucson,85719,Comprehensive Stroke Center,The Joint Commission,32.24243,-110.94733
Arizona,St. Mary's Hospital,Tucson,85745,Primary Stroke Center,The Joint Commission,32.22692,-111.00011
Arizona,St. Joseph's Hospital,Tucson,85711,Primary Stroke Center,The Joint Commission,32.22642,-110.85558
South Carolina,Hilton Head Hospital,Hilton Head Island,29926,Primary Stroke Center,The Joint Commission,32.223704,-80.714967
Texas,Texas Health Harris Methodist Hospital Stephenville,Stephenville,76401,Level III Stroke Facility,State,32.22327,-98.20425
Georgia,Meadows Regional Medical Center,Vidalia,30474,Acute Stroke Ready,DNV GL,32.20889,-82.37792
Texas,UT Health East Texas Henderson Hospital,Henderson,75652,Level III Stroke Facility,State,32.1561294,-94.795984
Georgia,Â Candler Hospital - SavannahÂ ,Savannah,31405,Primary Stroke Center,The Joint Commission,32.027738,-81.100223
Louisiana,CHRISTUS Coushatta Health Care Center,Coushatta,71019,Acute Stroke Ready Hospital,State,32.0205,-93.34379
Georgia,Saint Joseph's Hospital,Savannah,31419,Primary Stroke Center,The Joint Commission,31.98514,-81.15475
Mississippi,Simpson General Hospital,Mendenhall,39114,Level III,State,31.96875,-89.88665
Mississippi,Claiborne County Hospital,Port Gibson,39150,Level III,State,31.946515,-90.983846
Louisiana,Winn Parish Medical Center,Winnfield,71483,Acute Stroke Ready Hospital,State,31.92482,-92.64549
Texas,The Hospitals of Providence Transmountain Campus,El Paso,79911,Primary Stroke Center,The Joint Commission,31.90491,-106.56552
Alabama,Medical Center Barbour,Eufaula,36027,Level III,State,31.88871,-85.15617
Mississippi,Copiah County Medical Center,Hazlehurst,39083,Level III,State,31.871978,-90.414387
Mississippi,Magee General Hospital,Magee,39111,Level III,State,31.87127,-89.72887
Louisiana,Hardtner Medical Center,Olla,71465,Acute Stroke Ready Hospital,State,31.86025,-92.27553
Texas,Odessa Regional Medical Center,Odessa,79761,Primary Stroke Center,DNV GL,31.852282,-102.364252
Texas,Medical Center Hospital,Odessa,79761,Primary Stroke Center,The Joint Commission,31.84495,-102.37385
Alabama,Regional Medical CenterÂ ,Greenville,36037,Level III,State,31.82734,-86.62755
Texas,The Hospitals of Providence East Campus,El Paso,79938,Primary Stroke Center,The Joint Commission,31.790335,-106.265291
Alabama,Troy Regional Medical CenterÂ ,Troy,36081,Level III,State,31.78136,-85.94555
Texas,University Medical Center of El Paso,El Paso,79905,Comprehensive Stroke Center,The Joint Commission,31.7712,-106.43416
Texas,The Hospitals of Providence Memorial Campus,El Paso,79902,Primary Stroke Center,The Joint Commission,31.77032,-106.50086
Texas,Las Palmas Medical Center,El Paso,79902,Primary Stroke Center,The Joint Commission,31.770304,-106.499308
Texas,Del Sol Medical Center,El Paso,79925,Primary Stroke Center,The Joint Commission,31.756811,-106.349246
Louisiana,Natchitoches Regional Medical Center,Natchitoches,71457,Acute Stroke Ready Hospital,State,31.75339,-93.07923
Alabama,Grove Hill Memorial HospitalÂ ,Grove Hill,36451,Level III,State,31.69423,-87.77625
Alabama,Crenshaw Community HospitalÂ ,Luverne,36049,Level III,State,31.69335,-86.26509
Mississippi,South Central Regional Medical Center,Laurel,39440,Level III,State,31.68515,-89.14113
Mississippi,Wayne General Hospital,Waynesboro,39367,Level III,State,31.67334,-88.6348
Texas,Nacogdoches Medical Center,Nacogdoches,75965,Primary Stroke Center,The Joint Commission,31.65285,-94.65392
Mississippi,Covington County Hospital,Collins,39428,Level III,State,31.63738,-89.55491
Mississippi,Jeff Davis Hospital,Pretiss,39474,Level III,State,31.594957,-89.872298
Georgia,Phoebe Putney Memorial Hospital,Albany,31702,Primary Stroke Center,DNV GL,31.59022,-84.15755
Mississippi,Kings Daughters Brookhaven,Brookhaven,39601,Level III,State,31.588984,-90.458789
Louisiana,Sabine Medical Center,Many,71449,Acute Stroke Ready Hospital,State,31.56057,-93.47209
Alabama,Jackson Medical CenterÂ ,Jackson,36545,Level III,State,31.53168,-87.89546
Mississippi,Merit Health Natchez,Natchez,39120,Acute Stroke Ready HospitalÂ  Â  Â  Â  Â  Â  Â ,The Joint Commission,31.528343,-91.391274
Texas,Ascension Providence,Waco,76712,Primary Stroke Center,The Joint Commission,31.515058,-97.198549
Alabama,Monroe County HospitalÂ ,Monroeville,36460,Level III,State,31.49792,-87.32066
Texas,Baylor Scott & White Medical Center - Hillcrest,Waco,76712,Primary Stroke Center,The Joint Commission,31.48916,-97.15695
Alabama,Dale Medical CenterÂ ,Ozark,36360,Level III,State,31.45182,-85.63109
Arizona,Copper Queen Community Hospital Bisbee,Bisbee,85603,Stroke Ready,HFAP,31.4178,-109.88307
Arizona,Copper Queen Community Hospital Douglas,Douglas,85607,Stroke Ready,HFAP,31.33916,-109.560897
Texas,CHI St. Luke's Health - Memorial Lufkin,Lufkin,75904,Primary Stroke Center,The Joint Commission,31.3366,-94.74157
Texas,Woodland Heights Medical Center,Lufkin,75904,Primary Stroke Center,The Joint Commission,31.32833,-94.75358
Mississippi,Merit Health Wesley,Hattiesburg,39402,Primary Stroke Center,The Joint Commission,31.32546,-89.36677
Mississippi,Forrest General Hospital,Hattiesburg,39404,Primary Stroke Center,DNV GL,31.31877,-89.32919
Alabama,Medical Center Enterprise,Enterprise,36330,Acute Stroke Ready,The Joint Commission,31.31874,-85.85515
Louisiana,Rapides Regional Medical Center,Alexandria,71301,Primary Stroke Center,The Joint Commission,31.31494,-92.44946
Alabama,Andalusia Health,Andalusia,36420,Level III,State,31.29629,-86.49483
Alabama,Mizell Memorial HospitalÂ ,Opp,36467,Level III,State,31.29215,-86.25509
Louisiana,CHRISTUS St. Frances Cabrini Hospital,Alexandria,71301,Primary Stroke Center,The Joint Commission,31.28283,-92.46132
Mississippi,Marion General Hospital,Columbia,39429,Level III,State,31.25605,-89.80601
Mississippi,Southwest Mississippi Regional Medical Center,McComb,39648,Level III,State,31.2516,-90.47441
Alabama,Flowers Hospital,Dothan,36305,Primary Stroke Center,The Joint Commission,31.2381,-85.45711
Alabama,Southeast Health,Dothan,36301,Comprehensive Stroke Center,DNV GL,31.21588,-85.36301
Mississippi,Green County Hospital,Leakesville,39451,Level III,State,31.153419,-88.56296
Louisiana,Avoyelles Hospital,Markesville ,71351,Acute Stroke Ready Hospital,State,31.14364,-92.0633
Louisiana,Byrd Regional Hospital,Leesville,71446,Acute Stroke Ready Hospital,State,31.13831,-93.26874
Alabama,D.W. McMillan Memorial HospitalÂ ,Brewton,36426,Level III,State,31.12698,-87.07298
Mississippi,Walthall General Hospital,Tylertown,39667,Level III,State,31.12002,-90.15596
Texas,AdventHealth Central Texas,Killeen,76549,Primary Stroke Center,The Joint Commission,31.11248,-97.80086
Texas,Baylor Scott & White Memorial Hospital,Temple,76508,Comprehensive Stroke Center,The Joint Commission,31.07894,-97.36577
Texas,Seton Medical Center Harker Heights,Harker Heights,76548,Primary Stroke Center,The Joint Commission,31.07296,-97.682225
Alabama,Wiregrass Medical CenterÂ ,Geneva,36340,Level III,State,31.04902,-85.89128
Texas,CHI St. Joseph Health Madison Hospital,Madisonville,77864,Level III Stroke Facility,State,30.94186,-95.9107
Mississippi,George Regional Hospital,Lucedale,39452,Level III,State,30.92216,-88.59342
Alabama,North Baldwin InfirmaryÂ ,Bay Minette,36507,Level III,State,30.90364,-87.78466
Georgia,South Georgia Medical Center,Valdosta,31602,Primary Stroke Center,The Joint Commission,30.861178,-83.286625
Mississippi,Pearl River County Hospital,Poplarville,39470,Level III,State,30.85629,-89.54236
Mississippi,Memorial Hospital at Stone County,Wiggins,39577,Level III,State,30.84514,-89.115976
Louisiana,Riverside Medical Center,Franklinton,70438,Acute Stroke Ready Hospital,State,30.83356,-90.15352
Louisiana,West Feliciana Parish Hospital,Francisville,70775,Acute Stroke Ready Hospital,State,30.783643,-91.369638
Louisiana,Our Lady of the Angels,Bogalusa,70427,Acute Stroke Ready Hospital,State,30.77803,-89.86898
Louisiana,Hood Memorial Hospital,Amite City,70422,Acute Stroke Ready Hospital,State,30.7327,-90.5131
